Site_ID	Latitude	Longitude	Elevation_in_Meters	State	Species_ID	Genus	Species	Common_Name	Kingdom	Individual_ID	Phenophase_ID	Phenophase_Description	First_Yes_Year	First_Yes_Month	First_Yes_Day	First_Yes_DOY	First_Yes_Julian_Date	NumDays_Since_Prior_No	Last_Yes_Year	Last_Yes_Month	Last_Yes_Day	Last_Yes_DOY	Last_Yes_Julian_Date	NumDays_Until_Next_No
6091	34.11578	-118.757507	229	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72369	457	Insect consumption	2014	9	3	246	2456904	5	2014	9	3	246	2456904	2
6091	34.11578	-118.757507	229	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72369	457	Insect consumption	2014	12	17	351	2457009	42	2014	12	17	351	2457009	-9999
6098	34.118164	-118.759033	251	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72375	292	Live individuals	2014	9	26	269	2456927	14	2014	10	24	297	2456955	-9999
6098	34.118164	-118.759033	251	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72375	293	Calls or song (birds)	2014	9	12	255	2456913	-9999	2014	9	26	269	2456927	28
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	292	Live individuals	2014	2	24	55	2456713	-9999	2014	11	17	321	2456979	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	292	Live individuals	2014	11	19	323	2456981	1	2014	11	23	327	2456985	3
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	292	Live individuals	2014	11	27	331	2456989	1	2014	11	27	331	2456989	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	292	Live individuals	2014	11	30	334	2456992	2	2014	12	10	344	2457002	-9999
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	293	Calls or song (birds)	2014	2	24	55	2456713	-9999	2014	10	13	286	2456944	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	293	Calls or song (birds)	2014	10	16	289	2456947	1	2014	11	17	321	2456979	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	293	Calls or song (birds)	2014	11	19	323	2456981	1	2014	11	22	326	2456984	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	293	Calls or song (birds)	2014	11	26	330	2456988	3	2014	11	27	331	2456989	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	293	Calls or song (birds)	2014	11	30	334	2456992	2	2014	12	1	335	2456993	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	293	Calls or song (birds)	2014	12	3	337	2456995	1	2014	12	4	338	2456996	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	293	Calls or song (birds)	2014	12	6	340	2456998	1	2014	12	10	344	2457002	-9999
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	9	11	254	2456912	2	2014	9	11	254	2456912	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	9	19	262	2456920	1	2014	9	19	262	2456920	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	9	28	271	2456929	1	2014	9	28	271	2456929	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	9	30	273	2456931	1	2014	9	30	273	2456931	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	10	4	277	2456935	1	2014	10	4	277	2456935	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	10	9	282	2456940	1	2014	10	9	282	2456940	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	10	17	290	2456948	1	2014	10	17	290	2456948	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	10	24	297	2456955	1	2014	10	24	297	2456955	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	10	27	300	2456958	1	2014	10	27	300	2456958	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	10	30	303	2456961	1	2014	10	30	303	2456961	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	11	1	305	2456963	1	2014	11	1	305	2456963	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	11	7	311	2456969	1	2014	11	7	311	2456969	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	11	14	318	2456976	1	2014	11	15	319	2456977	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	11	20	324	2456982	1	2014	11	20	324	2456982	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	12	2	336	2456994	1	2014	12	2	336	2456994	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	296	Mating (male on top)	2014	12	4	338	2456996	1	2014	12	4	338	2456996	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	9	11	254	2456912	2	2014	9	12	255	2456913	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	9	14	257	2456915	1	2014	9	14	257	2456915	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	9	16	259	2456917	1	2014	9	19	262	2456920	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	9	21	264	2456922	1	2014	9	21	264	2456922	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	9	26	269	2456927	1	2014	9	28	271	2456929	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	9	30	273	2456931	1	2014	9	30	273	2456931	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	10	2	275	2456933	1	2014	10	2	275	2456933	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	10	4	277	2456935	1	2014	10	6	279	2456937	2
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	10	9	282	2456940	1	2014	10	10	283	2456941	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	10	12	285	2456943	1	2014	10	14	287	2456945	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	10	17	290	2456948	1	2014	10	19	292	2456950	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	10	24	297	2456955	1	2014	10	24	297	2456955	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	10	27	300	2456958	1	2014	10	27	300	2456958	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	10	30	303	2456961	1	2014	10	30	303	2456961	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	11	1	305	2456963	1	2014	11	2	306	2456964	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	11	6	310	2456968	1	2014	11	7	311	2456969	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	11	9	313	2456971	1	2014	11	9	313	2456971	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	11	14	318	2456976	1	2014	11	15	319	2456977	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	11	20	324	2456982	1	2014	11	21	325	2456983	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	11	30	334	2456992	2	2014	11	30	334	2456992	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	12	4	338	2456996	1	2014	12	4	338	2456996	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	297	Nest building (birds)	2014	12	6	340	2456998	1	2014	12	6	340	2456998	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	9	9	252	2456910	5	2014	9	11	254	2456912	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	9	14	257	2456915	1	2014	9	25	268	2456926	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	9	27	270	2456928	1	2014	10	6	279	2456937	2
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	10	9	282	2456940	1	2014	10	13	286	2456944	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	10	16	289	2456947	1	2014	10	25	298	2456956	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	10	27	300	2456958	1	2014	10	30	303	2456961	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	11	1	305	2456963	1	2014	11	1	305	2456963	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	11	3	307	2456965	1	2014	11	15	319	2456977	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	11	20	324	2456982	1	2014	11	21	325	2456983	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	12	4	338	2456996	1	2014	12	4	338	2456996	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	310	Fruit/seed consumption	2014	12	8	342	2457000	1	2014	12	10	344	2457002	-9999
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	9	9	252	2456910	5	2014	9	11	254	2456912	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	9	14	257	2456915	1	2014	9	16	259	2456917	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	9	18	261	2456919	1	2014	9	22	265	2456923	2
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	9	25	268	2456926	1	2014	9	30	273	2456931	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	10	2	275	2456933	1	2014	10	2	275	2456933	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	10	4	277	2456935	1	2014	10	4	277	2456935	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	10	9	282	2456940	1	2014	10	9	282	2456940	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	10	12	285	2456943	1	2014	10	13	286	2456944	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	10	16	289	2456947	1	2014	10	20	293	2456951	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	10	22	295	2456953	1	2014	10	26	299	2456957	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	10	29	302	2456960	1	2014	10	30	303	2456961	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	11	1	305	2456963	1	2014	11	1	305	2456963	1
18465	39.732826	-121.833267	61	CA	1229	Melanerpes	formicivorus	acorn woodpecker	Animalia	72940	311	Nut gathering	2014	11	3	307	2456965	1	2014	11	3	307	2456965	1
